CustomerID,Recency,Frequency,Monetary,Churn,Cluster
13220,78,9,2155.38,0,0
13221,240,4,1694.82,1,1
13222,577,1,88.5,1,1
13223,200,8,1132.3200000000002,1,1
13224,60,4,4311.9,0,0
13225,3,23,22723.91,0,0
13226,273,3,420.67,1,1
13227,202,2,515.4,1,1
13228,81,2,716.0,0,1
13229,226,2,321.9,1,1
13230,4,44,8875.64,0,0
13232,13,14,2656.7,0,0
13233,74,6,1781.58,0,0
13234,673,2,346.5,1,1
13235,212,2,2062.14,1,1
13236,25,4,1489.7,0,0
13237,388,1,643.0,1,1
13238,17,10,1707.3600000000001,0,0
13239,262,6,1924.25,1,1
13240,96,12,2139.44,1,0
13241,412,1,112.53,1,1
13242,112,10,969.8000000000001,1,0
13243,203,6,1805.5,1,1
13244,93,2,243.48000000000002,1,1
13245,51,3,1419.72,0,1
13246,18,17,5313.2699999999995,0,0
13247,18,8,1002.24,0,0
13248,125,4,931.36,1,1
13249,92,12,2320.34,1,0
13250,461,2,253.09,1,1
13251,402,1,252.68,1,1
13252,394,2,399.3,1,1
13253,157,6,3981.51,1,0
13254,376,1,55.316,1,1
13255,9,5,1078.27,0,0
13257,436,1,149.75,1,1
13258,12,8,1682.26,0,0
13259,62,10,1685.72,0,0
13260,61,2,1115.24,0,1
13261,269,4,1888.2,1,1
13262,263,4,773.74,1,1
13263,1,72,16113.13,0,0
13264,443,1,722.5600000000001,1,1
13265,53,10,4185.32,0,0
13266,11,31,9969.3,0,0
13267,3,55,13951.300000000001,0,0
13268,18,22,6349.5,0,0
13269,1,43,13880.6,0,0
13270,366,2,1180.0,1,1
13271,37,2,422.98,0,1
13272,31,4,553.12,0,1
13273,113,2,277.96,1,1
13274,409,1,360.85,1,1
13275,384,2,238.86,1,1
13276,64,7,2482.84,0,0
13277,16,11,781.7,0,0
13278,41,5,1978.58,0,0
13279,78,2,275.5,0,1
13280,122,10,3091.79,1,0
13281,439,1,350.85,1,1
13282,18,7,2445.33,0,0
13283,60,6,467.02,0,1
13284,331,2,402.38,1,1
13285,23,10,6073.71,0,0
13286,600,1,734.91,1,1
13287,603,3,781.59,1,1
13288,443,5,927.61,1,1
13289,724,1,307.95,1,1
13290,438,1,208.63,1,1
13291,156,12,3631.9,1,0
13292,39,7,1573.45,0,0
13293,392,6,1192.94,1,1
13294,190,5,2563.27,1,1
13295,360,5,1303.17,1,1
13296,137,7,879.91,1,1
13297,8,11,6458.47,0,0
13298,1,2,720.0,0,0
13299,268,4,1361.2,1,1
13300,169,4,1657.4,1,1
13301,104,8,1236.18,1,1
13302,155,3,222.95,1,1
13303,400,1,61.72,1,1
13304,351,5,1518.41,1,1
13305,4,26,5617.2699999999995,0,0
13306,430,1,55.316,1,1
13307,120,4,288.34,1,1
13308,23,7,3055.88,0,0
13309,7,11,3163.16,0,0
13310,28,8,2673.23,0,0
13311,4,4,1197.14,0,0
13312,451,1,124.75,1,1
13313,22,17,5000.64,0,0
13314,2,6,1551.88,0,0
13315,689,1,310.26,1,1
13316,37,14,18673.75,0,0
13317,66,25,8759.771,0,0
13318,1,6,1281.52,0,0
13319,5,72,32168.77,0,0
13320,78,10,3743.8,0,0
13321,72,4,1134.72,0,1
13322,17,2,398.96000000000004,0,1
13323,3,10,1575.7,0,0
13324,36,28,17635.42,0,0
13325,82,2,1350.6,0,1
13326,432,1,281.76,1,1
13327,39,28,12762.25,0,0
13328,316,2,2616.96,1,1
13329,32,10,5597.77,0,0
13330,93,9,3937.03,1,0
13331,402,1,262.4,1,1
13332,14,2,701.8,0,1
13333,411,3,1015.74,1,1
13334,82,8,9704.12,0,0
13336,77,2,1590.24,0,1
13337,546,1,1575.26,1,1
13338,158,5,2932.64,1,1
13339,201,2,1720.24,1,1
13340,45,19,32837.04,0,0
13341,261,2,1551.7,1,1
13343,178,2,706.86,1,1
13344,68,6,5023.38,0,0
13345,288,2,779.0,1,1
13346,463,6,299.4,1,1
13347,70,2,682.72,0,1
13348,64,2,467.52,0,1
13349,11,2,494.64,0,1
13350,16,4,1958.24,0,0
13351,66,2,747.88,0,1
13352,60,2,795.9599999999999,0,1
13354,71,2,1487.06,0,1
13355,122,2,1349.4,1,1
13356,80,2,1536.48,0,1
13357,257,6,4414.91,1,0
13358,269,2,878.06,1,1
13359,64,3,1482.8700000000001,0,1
13360,432,4,1553.65,1,1
13361,472,2,1450.5,1,1
13362,9,11,8484.81,0,0
13363,18,5,2716.36,0,0
13364,71,2,269.91999999999996,0,1
13365,34,4,4450.74,0,0
13366,50,2,112.32000000000001,0,1
13367,432,1,510.20000000000005,1,1
13368,257,6,1744.9,1,1
13369,366,2,616.5600000000001,1,1
13370,372,2,1509.74,1,1
13371,505,2,2297.66,1,1
13372,90,2,757.28,0,1
13373,61,9,10899.44,0,0
13374,415,2,422.8,1,1
13375,89,3,2570.88,0,1
13376,99,6,2039.52,1,0
13377,397,2,1552.88,1,1
13379,26,6,1145.12,0,0
13380,433,1,62.4,1,1
13381,32,18,11863.68,0,0
13382,281,6,1610.57,1,1
13383,544,1,305.28000000000003,1,1
13384,31,18,10832.76,0,0
13385,330,2,1069.14,1,1
13386,414,2,835.46,1,1
13387,417,1,186.94,1,1
13388,131,5,1862.75,1,1
13389,11,6,1595.92,0,0
13390,75,2,1088.16,0,1
13391,204,2,119.6,1,1
13392,677,1,91.14,1,1
13393,584,4,1131.45,1,1
13394,2,27,9141.72,0,0
13395,185,4,1487.95,1,1
13396,29,4,2721.98,0,0
13397,73,15,4736.0,0,0
13398,192,3,1127.68,1,1
13399,464,3,275.4,1,1
13400,583,1,310.83,1,1
13402,127,6,1848.08,1,1
13403,18,4,304.5,0,1
13404,1,4,504.98,0,0
13405,74,9,1786.262,0,0
13406,427,2,568.92,1,1
13407,579,3,2244.7,1,1
13408,2,72,43467.106499999914,0,0
13410,24,14,3205.02,0,0
13411,107,2,427.1,1,1
13412,620,1,487.34999999999997,1,1
13413,640,6,429.44,1,1
13414,134,9,3884.64,1,0
13415,473,4,784.17,1,1
13416,44,5,1653.3,0,0
13417,5,8,2310.32,0,0
13418,12,49,17687.09,0,0
13419,64,2,442.12,0,1
13420,150,4,319.7,1,1
13421,40,10,5892.46,0,0
13422,64,2,5252.6,0,0
13423,429,1,217.03,1,1
13424,450,1,572.77,1,1
13425,108,8,5014.64,1,0
13426,1,32,11808.7,0,0
13427,19,9,1589.13,0,0
13428,10,4,680.32,0,0
13429,11,8,2013.6,0,0
13430,19,4,1358.9,0,0
13431,67,10,4585.34,0,0
13432,571,2,439.1,1,1
13433,501,4,658.3199999999999,1,1
13434,74,7,2201.1000000000004,0,0
13435,5,16,8257.22,0,0
13436,2,2,393.78,0,0
13437,14,14,6816.12,0,0
13438,547,1,55.316,1,1
13439,255,4,1270.32,1,1
13440,423,7,1295.25,1,1
13441,92,3,1017.54,1,1
13442,667,3,419.87,1,1
13443,449,6,1273.16,1,1
13444,374,2,619.08,1,1
13445,626,1,241.89999999999998,1,1
13446,430,11,3881.89,1,0
13447,23,6,2258.28,0,0
13448,17,19,12280.62,0,0
13449,24,2,583.76,0,1
13450,27,19,6163.76,0,0
13451,26,16,9988.32,0,0
13452,259,5,1319.8,1,1
13453,166,5,1138.67,1,1
13454,641,1,219.87,1,1
13455,25,8,3271.33,0,0
13456,18,12,3533.44,0,0
13457,689,2,148.22,1,1
13458,7,30,21605.84,0,0
13459,625,2,1160.4099999999999,1,1
13460,29,4,366.88,0,1
13461,39,9,5605.0,0,0
13462,253,6,1305.3500000000001,1,1
13464,58,7,3772.32,0,0
13465,446,2,931.12,1,1
13466,184,6,1321.25,1,1
13467,11,4,2143.82,0,0
13468,2,72,18498.25,0,0
13469,653,1,82.4,1,1
13470,99,4,330.0,1,1
13471,1,8,5003.68,0,0
13472,464,2,592.24,1,1
13473,61,10,3080.4,0,0
13474,236,4,873.43,1,1
13475,191,8,2863.56,1,0
13476,179,7,3299.94,1,0
13477,38,17,4273.75,0,0
13478,469,5,2215.78,1,1
13479,201,6,1152.32,1,1
13480,417,2,627.82,1,1
13481,46,16,5635.4,0,0
13482,232,3,520.73,1,1
13483,66,2,280.68,0,1
13484,241,4,1104.52,1,1
13485,233,12,3473.46,1,0
13486,78,6,2244.82,0,0
13487,58,8,1422.27,0,0
13488,17,36,23174.27,0,0
13489,105,8,899.04,1,1
13490,654,1,154.25,1,1
13491,52,37,5683.4800000000005,0,0
13492,136,6,2539.68,1,0
13493,275,4,1237.26,1,1
13494,312,2,632.5200000000001,1,1
13495,8,15,6908.18,0,0
13496,11,4,1306.66,0,0
13497,283,8,1514.88,1,1
13498,726,1,327.38,1,1
13499,18,10,2318.22,0,0
13500,23,7,2633.07,0,0
13501,288,4,4225.43,1,1
13502,17,8,1072.5,0,0
13503,71,7,2076.09,0,0
13504,64,2,591.86,0,1
13505,73,8,8787.26,0,0
13506,316,7,1796.6,1,1
13507,3,8,4958.32,0,0
13508,244,3,398.02,1,1
13509,9,15,2094.44,0,0
13510,1,15,6349.85,0,0
13511,677,1,282.76,1,1
13512,261,5,964.6,1,1
13513,127,4,1029.69,1,1
13514,74,5,968.1,0,1
13515,73,10,2156.94,0,0
13516,21,7,3074.67,0,0
13517,60,6,4256.84,0,0
13518,86,2,1254.32,0,1
13519,78,3,465.96000000000004,0,1
13520,59,17,10230.35,0,0
13521,1,6,2143.46,0,0
13522,30,2,251.60000000000002,0,1
13523,33,11,8499.45,0,0
13524,41,10,1360.3600000000001,0,0
13525,15,4,1257.56,0,0
13526,726,2,1182.0,1,1
13527,34,19,6783.65,0,0
13529,79,4,615.52,0,1
13530,634,1,402.97999999999996,1,1
13531,205,8,1916.8700000000001,1,1
13532,34,2,420.62,0,1
13533,183,6,538.18,1,1
13534,2,60,13590.98,0,0
13535,403,1,89.5,1,1
13536,1,14,6888.78,0,0
13537,426,2,717.85,1,1
13538,43,19,4383.9800000000005,0,0
13539,86,10,2200.7,0,0
13540,467,3,632.39,1,1
13541,427,2,785.25,1,1
13542,377,17,3959.4900000000002,1,0
13543,634,2,1439.6100000000001,1,1
13544,40,8,1066.26,0,0
13545,391,2,364.93,1,1
13546,12,8,1707.33,0,0
13547,408,1,167.08,1,1
13548,96,5,1579.6,1,1
13549,26,15,1924.0,0,0
13550,383,1,342.55,1,1
13551,319,3,336.0,1,1
13552,66,34,10688.99,0,0
13553,675,1,499.6,1,1
13554,380,7,1629.35,1,1
13555,74,17,12990.72,0,0
13556,429,2,200.82,1,1
13557,28,15,3616.32,0,0
13558,6,8,1189.04,0,0
13559,513,2,990.0,1,1
13560,7,2,342.84000000000003,0,1
13561,216,12,1945.26,1,0
13562,82,11,6637.51,0,0
13563,84,4,1555.06,0,1
13564,144,40,18223.64,1,0
13565,19,5,655.02,0,0
13566,41,7,2545.44,0,0
13567,428,4,1079.29,1,1
13568,173,2,374.1,1,1
13569,17,6,1065.16,0,0
13570,243,2,478.98,1,1
13571,13,38,6626.2,0,0
13572,206,2,2768.5,1,1
13573,50,8,1194.77,0,0
13574,411,1,404.45,1,1
13575,23,10,1464.1399999999999,0,0
13576,10,46,17919.93,0,0
13577,25,15,5176.88,0,0
13578,409,1,147.66,1,1
13579,15,7,1841.38,0,0
13580,406,1,107.75,1,1
13581,309,3,398.53000000000003,1,1
13582,390,2,241.68,1,1
13583,156,3,2226.061,1,1
13584,307,4,528.1,1,1
13585,531,3,684.54,1,1
13586,541,1,127.28,1,1
13587,64,5,2385.9,0,0
13588,16,18,4957.9,0,0
13589,15,8,1500.39,0,0
13590,11,24,8317.960000000001,0,0
13591,65,10,3211.07,0,0
13592,36,8,495.91999999999996,0,1
13593,108,19,7505.17,1,0
13594,53,3,930.29,0,1
13595,517,3,784.48,1,1
13596,6,4,1328.22,0,0
13597,400,2,396.71,1,1
13598,47,6,922.0,0,1
13599,1,54,14960.960000000001,0,0
13600,312,3,737.94,1,1
13601,45,6,1853.31,0,0
13602,65,5,1454.06,0,1
13603,26,2,328.68,0,1
13604,659,1,717.62,1,1
13605,387,2,522.67,1,1
13606,29,6,553.5,0,1
13607,40,3,1751.32,0,1
13608,541,1,232.05,1,1
13609,593,1,167.35,1,1
13610,12,21,3186.04,0,0
13611,89,13,4452.33,0,0
13612,633,1,818.29,1,1
13613,453,5,1039.8500000000001,1,1
13614,24,10,3918.2,0,0
13615,319,9,6690.22,1,0
13616,568,2,283.85,1,1
13617,40,11,1822.93,0,0
13618,174,2,354.68,1,1
13619,545,2,224.94,1,1
13620,528,1,112.34,1,1
13621,117,2,427.7,1,1
13622,696,1,658.95,1,1
13623,31,15,3260.8,0,0
13624,388,1,462.08,1,1
13625,597,1,301.26,1,1
13626,253,3,964.27,1,1
13627,59,12,3884.37,0,0
13628,676,1,310.14,1,1
13629,23,30,21163.22,0,0
13630,5,14,4063.56,0,0
13631,100,22,6140.84,1,0
13632,25,13,5764.74,0,0
13634,33,21,6581.13,0,0
13635,68,5,4070.19,0,0
13636,37,10,1898.24,0,0
13637,52,6,1608.6,0,0
13638,16,2,245.28,0,1
13639,74,3,2379.61,0,1
13640,611,1,405.0,1,1
13641,641,5,1016.47,1,1
13642,216,5,784.48,1,1
13643,31,13,2676.21,0,0
13644,16,8,5248.52,0,0
13645,120,2,504.2,1,1
13646,400,2,326.25,1,1
13647,10,12,4689.8,0,0
13648,400,8,1764.02,1,1
13649,257,8,1800.28,1,1
13650,17,16,5124.34,0,0
13651,35,5,321.05,0,1
13652,46,8,3357.13,0,0
13653,488,1,152.2,1,1
13654,43,17,9015.33,0,0
13655,114,8,3213.48,1,0
13656,165,6,1458.5,1,1
13657,11,4,764.28,0,0
13658,10,14,8664.67,0,0
13659,206,14,6447.68,1,0
13660,400,1,306.64,1,1
13661,603,1,325.24,1,1
13662,86,14,3114.87,0,0
13663,179,6,2236.98,1,1
13665,386,3,1711.6599999999999,1,1
13666,60,8,212.55,0,1
13667,149,2,598.1,1,1
13668,3,56,19258.31,0,0
13669,51,5,632.1,0,1
13670,75,2,699.4,0,1
13671,395,1,172.6,1,1
13672,301,5,606.3100000000001,1,1
13673,19,4,774.88,0,1
13674,433,1,240.68,1,1
13675,151,4,973.6400000000001,1,1
13676,539,2,243.9,1,1
13677,405,2,551.24,1,1
13678,152,2,465.2,1,1
13679,494,3,281.26,1,1
13680,1,16,15138.79,0,0
13681,18,8,1655.66,0,0
13682,187,2,119.0,1,1
13683,458,1,258.6,1,1
13684,286,5,660.01,1,1
13685,3,14,6238.88,0,0
13686,183,4,481.04,1,1
13687,438,1,11880.84,1,1
13688,635,1,375.5,1,1
13689,63,3,2169.5,0,1
13690,59,2,344.5,0,1
13691,396,1,212.78,1,1
13692,25,8,4602.72,0,0
13693,374,9,2011.82,1,1
13694,4,72,43467.106499999914,0,0
13695,31,31,5274.86,0,0
13696,422,3,2020.4,1,1
13697,39,2,302.59999999999997,0,1
13698,597,2,451.73,1,1
13699,155,3,1072.73,1,1
13700,26,23,4845.6,0,0
13701,447,1,161.0,1,1
13702,446,1,135.18,1,1
13703,318,3,525.06,1,1
13704,5,18,4616.12,0,0
13705,8,10,2429.05,0,0
13706,303,3,961.96,1,1
13707,267,7,4172.27,1,0
13708,271,2,570.66,1,1
13709,4,31,13879.0,0,0
13710,32,4,690.0,0,1
13711,219,11,2044.3200000000002,1,0
13712,247,3,995.26,1,1
13713,408,3,740.76,1,1
13714,465,1,161.35,1,1
13715,281,22,9230.43,1,0
13716,269,2,276.56,1,1
13717,32,14,3208.31,0,0
13718,246,4,613.1,1,1
13719,15,16,3824.76,0,0
13720,117,8,1599.8,1,0
13721,36,3,1265.68,0,1
13722,132,13,8010.820000000001,1,0
13723,217,7,1393.93,1,1
13724,637,1,213.01,1,1
13725,50,16,3961.12,0,0
13726,39,4,2159.3199999999997,0,0
13727,29,10,1407.63,0,0
13728,37,22,3871.31,0,0
13729,436,3,724.73,1,1
13730,136,4,1505.2,1,1
13731,219,4,1221.18,1,1
13732,28,2,983.72,0,1
13733,411,2,487.03000000000003,1,1
13734,509,4,6695.6900000000005,1,1
13735,25,17,12646.31,0,0
13736,5,9,3482.27,0,0
13737,200,2,679.1999999999999,1,1
13738,396,1,434.78000000000003,1,1
13739,18,3,509.1,0,1
13740,241,6,1933.52,1,1
13741,72,6,1336.8600000000001,0,1
13742,17,24,6215.74,0,0
13743,3,14,2683.2,0,0
13744,95,4,2161.04,1,1
13745,162,3,1077.4,1,1
13746,414,1,176.69,1,1
13747,374,3,249.39999999999998,1,1
13748,96,14,3012.6,1,0
13750,54,16,5249.4400000000005,0,0
13751,288,2,592.5,1,1
13752,124,13,2755.21,1,0
13753,288,5,2835.83,1,1
13754,152,5,729.65,1,1
13755,4,18,4216.12,0,0
13756,2,37,13845.470000000001,0,0
13757,675,1,195.55,1,1
13758,12,22,11888.68,0,0
13759,33,4,1318.8200000000002,0,0
13760,54,7,1650.43,0,0
13761,50,8,3022.82,0,0
13762,219,6,2779.2000000000003,1,1
13763,63,4,6932.400000000001,0,0
13764,71,9,4439.04,0,0
13765,653,1,352.821,1,1
13766,495,1,190.35,1,1
13767,2,72,43467.106499999914,0,0
13768,726,2,875.97,1,1
13769,2,30,8274.630000000001,0,0
13770,422,4,785.37,1,1
13771,64,13,8363.27,0,0
13772,34,11,4222.65,0,0
13773,397,2,301.54,1,1
13774,82,2,690.0,0,1
13775,591,1,1049.66,1,1
13776,428,2,623.98,1,1
13777,1,72,43467.106499999914,0,0
13778,103,5,1303.19,1,1
13779,516,1,161.13,1,1
13780,7,5,1092.08,0,0
13781,251,4,906.67,1,1
13782,13,19,2694.94,0,0
13783,488,4,1542.09,1,1
13784,10,25,5373.0199999999995,0,0
13785,429,4,542.49,1,1
13786,367,7,3358.39,1,1
13787,76,8,1531.54,0,0
13788,505,1,55.316,1,1
13789,388,1,239.45999999999998,1,1
13790,4,2,697.6,0,0
13791,128,4,3032.0,1,1
13792,66,5,579.5,0,1
13793,647,1,96.0,1,1
13794,547,1,126.03,1,1
13795,388,4,836.3,1,1
13796,499,1,289.7,1,1
13797,437,3,1179.45,1,1
13798,1,72,43467.106499999914,0,0
13799,117,11,3492.43,1,0
13800,310,4,2237.88,1,1
13801,67,2,649.6,0,1
13802,139,22,30858.53,1,0
13803,255,4,1615.98,1,1
13804,31,16,5749.51,0,0
13805,52,4,1849.2,0,1
13806,64,2,512.76,0,1
13807,367,4,534.8,1,1
13808,6,10,3495.32,0,0
13809,305,4,834.75,1,1
13810,29,6,2998.02,0,0
13811,184,6,1629.0,1,1
13812,42,6,1078.0,0,0
13813,40,12,4132.33,0,0
13814,92,5,3836.44,1,0
13815,22,12,11503.1,0,0
13816,24,4,1143.3400000000001,0,0
13817,29,4,765.96,0,1
13818,430,1,61.28,1,1
13819,302,9,3782.7,1,0
13820,418,3,652.75,1,1
13821,145,8,1764.72,1,0
13822,6,4,1264.0,0,0
13823,19,9,4361.11,0,0
13824,33,17,5013.7,0,0
13825,622,2,255.59,1,1
13826,176,2,379.0,1,1
13827,58,6,819.6,0,1
13828,22,2,418.98,0,1
13829,421,1,102.0,1,1
13830,582,1,156.85000000000002,1,1
13831,16,24,8783.99,0,0
13832,19,3,662.09,0,1
13833,159,3,1084.26,1,1
13834,577,2,324.19,1,1
13835,25,11,1929.84,0,0
13836,399,2,620.37,1,1
13837,212,4,533.1800000000001,1,1
13838,6,14,2364.89,0,0
13839,486,1,139.95000000000002,1,1
13840,416,1,651.4,1,1
13841,253,2,170.0,1,1
13842,59,27,8704.96,0,0
13843,381,1,319.75,1,1
13844,11,2,723.24,0,1
13845,65,2,625.96,0,1
13846,25,7,2172.85,0,0
13847,720,1,310.72,1,1
13848,92,11,4270.0,1,0
13849,52,7,5007.25,0,0
13850,129,2,3190.96,1,1
13851,96,11,7257.92,1,0
13852,611,1,187.35000000000002,1,1
13853,57,2,2180.28,0,1
13854,9,64,20054.079999999998,0,0
13855,501,4,1310.3400000000001,1,1
13856,169,14,1530.53,1,0
13857,393,6,1001.01,1,1
13858,57,2,432.34,0,1
13859,326,3,717.02,1,1
13860,1,10,2491.8,0,0
13861,429,2,273.26,1,1
13862,18,17,4765.45,0,0
13863,248,5,1545.33,1,1
13864,387,1,662.4000000000001,1,1
13865,58,8,1003.12,0,0
13866,74,2,291.34000000000003,0,1
13867,31,6,2010.18,0,0
13868,7,4,6385.08,0,0
13869,123,14,11080.52,1,0
13870,2,23,8483.02,0,0
13871,23,30,14289.1,0,0
13872,527,3,919.57,1,1
13873,120,11,1428.52,1,0
13874,358,8,2589.6,1,1
13875,54,19,6601.16,0,0
13876,64,2,245.4,0,1
13877,86,4,566.92,0,1
13878,55,5,3688.4700000000003,0,0
13879,646,1,395.5,1,1
13880,21,30,7513.63,0,0
13881,4,63,43467.106499999914,0,0
13882,3,10,2382.26,0,0
13883,11,20,9234.5,0,0
13884,7,15,2612.63,0,0
13885,189,4,1013.6,1,1
13886,71,2,487.12,0,1
13887,204,2,699.1,1,1
13888,120,9,2597.26,1,0
13889,93,7,2408.13,1,0
13890,1,24,4811.1900000000005,0,0
13891,378,3,859.21,1,1
13892,27,10,1900.62,0,0
13893,298,2,1642.2,1,1
13894,24,6,1129.24,0,0
13895,28,10,6601.59,0,0
13896,626,1,388.55,1,1
13897,50,4,1471.88,0,1
13898,326,3,842.33,1,1
13899,16,4,777.04,0,0
13900,183,9,2351.54,1,0
13901,72,20,8543.54,0,0
13902,632,5,34095.26,1,0
13903,400,1,165.45000000000002,1,1
13904,37,4,665.28,0,1
13905,726,1,312.65,1,1
13906,409,1,55.316,1,1
13907,692,1,136.8,1,1
13908,80,8,4739.1,0,0
13909,423,2,282.85,1,1
13911,57,29,6815.9,0,0
13912,424,1,124.95,1,1
13913,507,1,55.316,1,1
13914,12,4,1252.9,0,0
13915,394,1,70.80000000000001,1,1
13916,464,4,1275.81,1,1
13917,50,4,544.08,0,1
13918,50,4,2425.6800000000003,0,0
13919,59,6,1745.49,0,0
13920,432,4,1774.68,1,1
13921,402,4,730.7,1,1
13922,352,4,1037.45,1,1
13923,54,2,702.26,0,1
13924,2,12,3677.7000000000003,0,0
13925,93,8,1356.5,1,0
13926,23,2,447.70000000000005,0,1
13927,75,3,1057.25,0,1
13928,11,8,929.14,0,0
13929,169,13,4336.75,1,0
13930,58,4,674.68,0,1
13931,96,13,6494.91,1,0
13932,295,2,614.8,1,1
13933,109,4,1217.5800000000002,1,1
13934,264,2,1844.2,1,1
13935,597,3,6116.92,1,1
13936,180,4,1316.24,1,1
13937,169,3,1038.98,1,1
13938,35,2,143.32,0,1
13939,23,10,2129.5099999999998,0,0
13940,17,8,1678.28,0,0
13941,22,20,15140.140000000001,0,0
13942,535,1,320.0,1,1
13943,578,1,246.54,1,1
13944,653,1,200.43,1,1
13945,395,2,854.15,1,1
13946,79,9,2437.8,0,0
13947,65,2,181.2,0,1
13948,361,5,650.76,1,1
13949,3,12,4854.64,0,0
13950,11,8,1490.12,0,0
13951,176,6,1348.9,1,1
13952,218,16,16074.592,1,0
13953,7,19,10156.36,0,0
13954,2,4,879.84,0,0
13955,154,5,867.03,1,1
13956,5,10,2038.54,0,0
13957,418,3,458.25,1,1
13958,380,8,4709.2300000000005,1,0
13959,79,9,1658.81,0,0
13960,21,4,460.44,0,1
13961,392,1,538.4,1,1
13962,22,5,532.35,0,1
13963,308,21,3525.11,1,0
13964,387,2,438.9,1,1
13965,477,3,996.61,1,1
13966,435,1,384.26,1,1
13967,146,3,247.0,1,1
13968,423,1,123.66,1,1
13969,7,53,21997.63,0,0
13970,386,2,846.55,1,1
13971,19,22,7425.83,0,0
13972,71,4,380.5,0,1
13973,287,2,529.4,1,1
13974,49,3,1091.31,0,1
13975,31,18,7717.64,0,0
13976,207,5,1550.34,1,1
13977,411,1,519.8100000000001,1,1
13978,15,4,393.58000000000004,0,1
13979,73,8,4249.8,0,0
13980,60,6,968.96,0,1
13981,416,1,331.14,1,1
13982,39,13,5826.099999999999,0,0
13983,30,33,9357.32,0,0
13984,27,17,2814.31,0,0
13985,4,37,17080.99,0,0
13986,17,2,640.92,0,1
13987,380,2,682.54,1,1
13988,20,14,8905.76,0,0
13989,66,7,3292.14,0,0
13990,213,2,622.6,1,1
13991,12,12,1705.76,0,0
13992,30,4,296.3,0,1
13993,43,28,10242.07,0,0
13994,4,12,4548.28,0,0
13995,15,19,5295.7,0,0
13996,386,2,895.76,1,1
13997,519,3,376.46,1,1
13998,447,3,566.7,1,1
13999,10,41,13404.07,0,0
14000,211,6,2682.0,1,1
14001,46,12,6271.93,0,0
14002,134,4,1059.46,1,1
14003,726,1,209.41,1,1
14004,43,18,10841.09,0,0
14005,10,10,5749.44,0,0
14006,116,10,3158.86,1,0
14007,513,1,79.48,1,1
14008,432,1,509.04,1,1
14009,198,5,1795.52,1,1
14010,565,2,445.15,1,1
14011,480,2,457.82,1,1
14012,278,2,657.6,1,1
14013,110,8,1557.59,1,0
14014,77,4,2453.39,0,1
14015,53,2,1834.68,0,1
14016,162,15,15744.62,1,0
14017,571,1,229.75,1,1
14018,645,1,367.15000000000003,1,1
14019,47,6,2843.22,0,0
14020,17,6,1891.81,0,0
14021,155,10,2348.48,1,0
14022,225,3,1232.15,1,1
14023,7,4,1168.14,0,0
14024,122,5,973.44,1,1
14025,465,8,4057.9,1,1
14026,471,2,713.11,1,1
14027,61,2,209.64,0,1
14028,550,3,10396.5,1,1
14029,63,4,935.32,0,1
14030,18,28,9880.64,0,0
14031,7,63,43467.106499999914,0,0
14032,2,27,7522.0,0,0
14033,555,1,109.44,1,1
14034,22,6,1297.78,0,0
14035,29,14,4222.7699999999995,0,0
14036,285,2,1253.3,1,1
14037,176,8,984.15,1,1
14038,78,8,4630.26,0,0
14039,33,3,419.48,0,1
14040,41,47,16084.13,0,0
14041,266,2,282.82,1,1
14042,725,1,431.98,1,1
14043,491,2,302.6,1,1
14044,27,14,3724.12,0,0
14045,109,20,12646.38,1,0
14046,284,2,309.98,1,1
14047,9,19,5276.72,0,0
14048,305,4,1158.6200000000001,1,1
14049,17,17,18602.12,0,0
14050,32,4,1492.72,0,0
14051,1,60,37381.37,0,0
14052,20,3,692.02,0,1
14053,124,6,832.55,1,1
14054,65,2,184.92,0,1
14055,106,4,2246.6,1,1
14056,1,46,16305.42,0,0
14057,24,39,14558.32,0,0
14058,463,2,469.19,1,1
14059,267,2,367.2,1,1
14060,5,49,15038.66,0,0
14061,507,3,917.4300000000001,1,1
14062,10,36,36050.5,0,0
14063,438,9,22710.2,1,0
14064,29,20,4594.58,0,0
14065,389,3,891.02,1,1
14066,267,2,305.1,1,1
14067,64,4,749.4,0,1
14068,320,5,1782.57,1,1
14069,515,2,225.81,1,1
14070,685,1,321.6,1,1
14071,4,16,2875.14,0,0
14072,667,1,390.85,1,1
14073,32,2,302.08,0,1
14074,623,1,219.39999999999998,1,1
14075,5,9,2677.13,0,0
14076,129,2,237.34,1,1
14077,41,11,1114.5,0,0
14078,102,15,2602.84,1,0
14079,125,3,993.83,1,1
14080,33,6,1161.28,0,0
14081,302,12,5789.1900000000005,1,0
14082,365,3,595.61,1,1
14083,4,20,2085.09,0,0
14084,512,1,150.5,1,1
14085,2,51,14141.96,0,0
14086,463,1,55.316,1,1
14087,3,4,1020.9399999999999,0,0
14088,10,29,43467.106499999914,0,0
14089,57,2,317.5,0,1
14090,325,2,152.64000000000001,1,1
14091,654,2,9530.08,1,1
14092,8,38,11306.36,0,0
14093,12,2,867.72,0,1
14094,440,1,311.77,1,1
14095,723,1,55.316,1,1
14096,4,34,43467.106499999914,0,0
14097,481,2,422.85999999999996,1,1
14098,37,2,294.7,0,1
14099,16,31,8855.08,0,0
14100,138,2,383.90000000000003,1,1
14101,74,19,15938.72,0,0
14102,5,10,2211.7599999999998,0,0
14104,155,7,959.74,1,1
14105,239,6,7255.06,1,0
